-183, -1016, 853
-226, -1102, 808
-257, -1122, 814
-310, -1149, 854
-397, -1212, 830
-514, -1315, 914
-570, -1340, 847
-559, -1231, 776
-532, -1093, 775
-521, -965, 701
-521, -965, 701
-532, -906, 574
-542, -871, 524
-482, -728, 465
-409, -599, 417
-360, -515, 360
-324, -481, 313
-334, -538, 297
-330, -551, 184
-304, -542, 127
-257, -505, 178
-214, -477, 209
-191, -482, 234
-190, -505, 258
-190, -505, 258
-192, -537, 222
-169, -531, 202
-114, -476, 206
-60, -430, 194
16, -383, 170
98, -335, 223
110, -342, 296
68, -438, 314
68, -438, 314
75, -517, 349
172, -463, 388
230, -461, 512
220, -528, 528
222, -625, 491
311, -653, 587
311, -653, 587
457, -565, 693
588, -499, 729
631, -559, 810
582, -751, 827
568, -839, 901
617, -895, 997
617, -895, 997
679, -888, 1111
666, -953, 1199
635, -1033, 1218
-,-,-
-118, -790, 602
-107, -787, 548
-143, -758, 585
-143, -795, 542
-168, -853, 645
-177, -914, 765
-177, -914, 765
-241, -990, 804
-346, -1103, 844
-406, -1177, 912
-414, -1142, 883
-484, -1188, 884
-542, -1203, 898
-528, -1146, 884
-479, -1037, 853
-451, -968, 799
-413, -895, 708
-393, -839, 642
-404, -819, 620
-425, -826, 566
-421, -798, 486
-403, -763, 467
-356, -696, 441
-338, -681, 415
-310, -657, 386
-259, -622, 378
-259, -622, 378
-199, -563, 355
-177, -545, 333
-149, -523, 316
-99, -478, 299
-56, -431, 284
-63, -443, 261
-71, -441, 233
-63, -421, 199
-38, -402, 181
-38, -402, 181
15, -364, 201
86, -328, 209
117, -324, 191
110, -377, 217
101, -426, 287
131, -426, 346
131, -426, 346
189, -428, 437
237, -428, 475
244, -508, 512
270, -564, 595
331, -658, 708
449, -748, 733
662, -634, 807
662, -634, 807
680, -811, 981
543, -1200, 1118
556, -1309, 1286
645, -1250, 1454
647, -1247, 1505
-,-,-
-104, -780, 605
-87, -815, 617
-87, -815, 617
-104, -802, 681
-105, -803, 621
-103, -787, 613
-113, -811, 659
-123, -842, 682
-130, -856, 733
-168, -909, 768
-298, -1071, 823
-427, -1227, 890
-458, -1238, 925
-466, -1189, 921
-486, -1153, 933
-467, -1076, 888
-459, -1039, 901
-451, -978, 864
-454, -938, 728
-466, -924, 612
-466, -924, 612
-455, -878, 584
-427, -814, 555
-413, -773, 511
-399, -759, 482
-366, -715, 451
-322, -663, 426
-284, -623, 410
-234, -572, 386
-189, -535, 363
-148, -505, 330
-98, -459, 291
-52, -420, 266
-52, -420, 266
-29, -410, 251
-27, -427, 238
-15, -419, 248
26, -361, 255
119, -242, 237
187, -167, 216
187, -167, 216
199, -172, 206
183, -235, 258
218, -256, 325
321, -191, 318
380, -198, 337
381, -340, 397
410, -508, 544
410, -508, 544
471, -647, 709
556, -786, 838
675, -842, 982
747, -910, 1094
785, -969, 1177
811, -1014, 1263
801, -1066, 1310
743, -1131, 1305
-,-,-
-94, -811, 592
-60, -820, 558
-40, -790, 568
-15, -793, 655
-36, -845, 686
-61, -908, 716
-61, -908, 716
-93, -951, 727
-167, -1025, 733
-236, -1099, 759
-287, -1131, 801
-323, -1124, 788
-391, -1147, 822
-505, -1202, 878
-614, -1242, 859
-667, -1220, 768
-614, -1096, 708
-540, -948, 650
-488, -836, 605
-439, -739, 526
-424, -716, 461
-424, -746, 478
-387, -736, 510
-285, -633, 498
-197, -561, 456
-197, -561, 456
-195, -589, 425
-168, -584, 402
-126, -565, 447
-71, -515, 516
-35, -484, 491
21, -424, 436
81, -363, 409
102, -362, 404
102, -362, 404
132, -371, 397
195, -340, 362
283, -260, 311
349, -219, 283
352, -258, 288
336, -331, 335
384, -347, 390
384, -347, 390
455, -325, 403
494, -342, 454
486, -409, 476
529, -438, 506
609, -439, 578
695, -450, 713
762, -525, 799
762, -525, 799
792, -640, 876
743, -842, 1032
644, -1075, 1220
512, -1123, 1215
762, -1528, 1182
-,-,-
-61, -766, 647
-79, -828, 602
-112, -812, 563
-93, -816, 542
-93, -816, 542
-96, -807, 612
-89, -803, 662
-89, -824, 663
-109, -850, 636
-155, -918, 683
-219, -991, 754
-286, -1089, 756
-373, -1173, 803
-443, -1216, 859
-508, -1255, 863
-532, -1239, 830
-514, -1152, 803
-491, -1061, 772
-472, -972, 728
-467, -923, 698
-467, -923, 698
-485, -901, 675
-486, -852, 611
-458, -784, 518
-403, -704, 471
-346, -631, 453
-315, -588, 418
-309, -591, 389
-278, -599, 357
-214, -546, 338
-158, -503, 341
-130, -500, 329
-95, -487, 332
-95, -487, 332
-68, -502, 330
-38, -493, 317
-9, -484, 304
35, -462, 314
116, -410, 342
175, -387, 326
175, -387, 326
212, -365, 299
226, -376, 320
243, -420, 367
301, -419, 407
353, -408, 425
411, -393, 474
466, -412, 500
466, -412, 500
489, -500, 584
517, -623, 690
587, -710, 805
661, -767, 877
690, -861, 920
681, -975, 972
684, -1038, 1110
688, -1050, 1183
-,-,-
-129, -801, 558
-94, -818, 549
-98, -796, 595
-100, -809, 612
-74, -779, 674
-49, -773, 666
-58, -809, 646
-58, -809, 646
-93, -865, 687
-129, -908, 756
-181, -962, 760
-254, -1021, 787
-325, -1078, 818
-405, -1114, 865
-481, -1150, 922
-545, -1193, 923
-578, -1176, 856
-590, -1115, 767
-577, -1058, 698
-562, -1010, 658
-538, -955, 604
-492, -886, 554
-451, -838, 531
-413, -793, 499
-362, -733, 458
-315, -690, 433
-315, -690, 433
-260, -642, 392
-225, -626, 377
-190, -607, 398
-159, -571, 380
-130, -548, 308
-88, -505, 253
-34, -455, 280
3, -446, 320
54, -428, 316
54, -428, 316
91, -418, 303
143, -378, 253
191, -341, 196
223, -334, 166
251, -325, 189
251, -325, 189
273, -340, 223
276, -358, 235
287, -358, 241
266, -447, 359
257, -590, 521
295, -709, 686
423, -683, 700
423, -683, 700
554, -621, 747
603, -689, 771
641, -791, 789
620, -907, 775
612, -949, 710
613, -949, 687
-,-,-
-134, -835, 599
-117, -840, 579
-63, -766, 602
-40, -728, 654
-51, -759, 599
-83, -821, 595
-101, -824, 609
-117, -842, 642
-109, -838, 671
-109, -838, 671
-138, -881, 665
-185, -938, 670
-236, -1009, 715
-290, -1080, 765
-335, -1100, 752
-401, -1155, 781
-476, -1202, 846
-480, -1190, 833
-464, -1138, 835
-489, -1120, 815
-507, -1077, 777
-521, -1048, 747
-494, -974, 667
-464, -903, 603
-416, -826, 547
-358, -736, 480
-329, -682, 463
-331, -671, 425
-318, -647, 392
-282, -598, 366
-243, -552, 331
-243, -552, 331
-192, -500, 332
-146, -465, 308
-151, -496, 295
-150, -513, 292
-133, -536, 325
-85, -515, 332
-19, -452, 315
40, -393, 286
98, -334, 280
98, -334, 280
168, -249, 254
213, -206, 253
239, -200, 234
231, -223, 270
261, -184, 257
314, -178, 310
314, -178, 310
356, -233, 382
392, -317, 493
434, -454, 649
453, -693, 823
504, -912, 998
581, -1083, 1159
671, -1196, 1299
-,-,-
-120, -779, 511
-78, -800, 532
-122, -851, 625
-117, -869, 643
-132, -881, 608
-140, -950, 677
-155, -950, 759
-155, -999, 759
-224, -1106, 810
-341, -1199, 865
-445, -1288, 920
-502, -1293, 930
-526, -1226, 893
-525, -1124, 805
-504, -1016, 714
-511, -962, 703
-527, -939, 696
-518, -879, 591
-463, -761, 479
-445, -725, 470
-446, -731, 452
-439, -719, 462
-437, -712, 472
-424, -690, 440
-359, -615, 398
-263, -538, 393
-263, -538, 393
-198, -487, 367
-165, -465, 348
-153, -487, 342
-145, -505, 336
-111, -477, 325
-64, -441, 306
12, -358, 282
74, -305, 267
134, -255, 260
134, -255, 260
176, -271, 260
220, -284, 305
254, -287, 307
298, -296, 300
412, -228, 376
506, -218, 432
524, -310, 556
524, -310, 556
504, -500, 624
535, -601, 706
604, -657, 837
660, -738, 1018
652, -877, 1112
630, -998, 1159
-,-,-
-88, -804, 622
